id|custom_title|stubhub_title|vividseats_title
704163|New York Mets at Washington Nationals (Sun. 8/19/12)|Washington Nationals vs New York Mets [8/19/2012] Tickets at StubHub!|New York Mets at Washington Nationals
704164|Miami Marlins at Washington Nationals (Sat. 8/4/12)|Washington Nationals vs Miami Marlins [8/4/2012] Tickets at StubHub!|Miami Marlins at Washington Nationals
704165|Cincinnati Reds at Washington Nationals (Fri. 4/13/12)|Washington Nationals vs Cincinnati Reds [4/13/2012] Tickets at StubHub!|Cincinnati Reds at Washington Nationals
704177|Toronto Blue Jays at Boston Red Sox (Saturday September 8, 2012)|Boston Red Sox vs Toronto Blue Jays [9/8/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704178|Cleveland Indians at Boston Red Sox (Friday May 11, 2012)|Boston Red Sox vs Cleveland Indians [5/11/2012] Tickets at StubHub!|Cleveland Indians at Boston Red Sox
704179|Texas Rangers at Boston Red Sox (Monday August 6, 2012)|Boston Red Sox vs Texas Rangers [8/6/2012] Tickets at StubHub!|Texas Rangers at Boston Red Sox
704180|Tampa Bay Rays at Boston Red Sox (Sunday Aprile 15, 2012)|Boston Red Sox vs Tampa Bay Rays [4/15/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704181|New York Yankees at Boston Red Sox (Saturday July 7, 2012)|Boston Red Sox vs New York Yankees [7/7/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704182|Chicago White Sox at Boston Red Sox (Thursday July 19, 2012)|Boston Red Sox vs Chicago White Sox [7/19/2012] Tickets at StubHub!|Chicago White Sox at Boston Red Sox
704183|Toronto Blue Jays at Boston Red Sox (Wednesday June 27, 2012)|Boston Red Sox vs Toronto Blue Jays [6/27/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704184|New York Yankees at Boston Red Sox (Wednesday September 12, 2012)|Boston Red Sox vs New York Yankees [9/12/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704185|Kansas City Royals at Boston Red Sox (Saturday August 25, 2012)|Boston Red Sox vs Kansas City Royals [8/25/2012] Tickets at StubHub!|Kansas City Royals at Boston Red Sox
704186|Minnesota Twins at Boston Red Sox (Thursday August 2, 2012)|Boston Red Sox vs Minnesota Twins [8/2/2012] Tickets at StubHub!|Minnesota Twins at Boston Red Sox
704187|Toronto Blue Jays at Boston Red Sox (Monday June 25, 2012)|Boston Red Sox vs Toronto Blue Jays [6/25/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704188|Baltimore Orioles at Boston Red Sox (Sunday September 23, 2012)|Boston Red Sox vs Baltimore Orioles [9/23/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704189|Kansas City Royals at Boston Red Sox (Monday August 27, 2012)|Boston Red Sox vs Kansas City Royals [8/27/2012] Tickets at StubHub!|Kansas City Royals at Boston Red Sox
704190|Baltimore Orioles at Boston Red Sox (Sunday May 6, 2012)|Boston Red Sox vs Baltimore Orioles [5/6/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704191|New York Yankees at Boston Red Sox (Saturday April 21, 2012)|Boston Red Sox vs New York Yankees [4/21/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704192|Baltimore Orioles at Boston Red Sox (Friday September 21, 2012)|Boston Red Sox vs Baltimore Orioles [9/21/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704193|Tampa Bay Rays at Boston Red Sox (Saturday may 26, 2012)|Boston Red Sox vs Tampa Bay Rays [5/26/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704194|Washington Nationals at Boston Red Sox (Sunday June 10, 2012)|Boston Red Sox vs Washington Nationals [6/10/2012] Tickets at StubHub!|Washington Nationals at Boston Red Sox
704195|Baltimore Orioles at Boston Red Sox (Tuesday June 5, 2012)|Boston Red Sox vs Baltimore Orioles [6/5/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704196|Detroit Tigers at Boston Red Sox (Tuesday July 31, 2012)|Boston Red Sox vs Detroit Tigers [7/31/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704197|Baltimore Orioles at Boston Red Sox (Friday May 4, 2012)|Boston Red Sox vs Baltimore Orioles [5/4/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704198|Texas Rangers at Boston Red Sox (Wednesday August 8, 2012)|Boston Red Sox vs Texas Rangers [8/8/2012] Tickets at StubHub!|Texas Rangers at Boston Red Sox
704199|New York Yankees at Boston Red Sox (Sunday July 8, 2012)|Boston Red Sox vs New York Yankees [7/8/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704200|Washington Nationals at Boston Red Sox (Friday June 8, 2012)|Boston Red Sox vs Washington Nationals [6/8/2012] Tickets at StubHub!|Washington Nationals at Boston Red Sox
704201|Detroit Tigers at Boston Red Sox (Thursday May 31, 2012)|Boston Red Sox vs Detroit Tigers [5/31/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704202|Oakland Athletics at Boston Red Sox (Wednesday May 2, 2012)|Boston Red Sox vs Oakland Athletics [5/2/2012] Tickets at StubHub!|Oakland Athletics at Boston Red Sox
704203|Chicago White Sox at Boston Red Sox (Monday July 16, 2012)|Boston Red Sox vs Chicago White Sox [7/16/2012] Tickets at StubHub!|Chicago White Sox at Boston Red Sox
704204|Tampa Bay Rays at Boston Red Sox (Wednesday September 26, 2012)|Boston Red Sox vs Tampa Bay Rays [9/26/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704205|Detroit Tigers at Boston Red Sox (Tuesday May 29, 2012)|Boston Red Sox vs Detroit Tigers [5/29/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704206|Tampa Bay Rays at Boston Red Sox (Sunday May 27, 2012)|Boston Red Sox vs Tampa Bay Rays [5/27/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704207|Atlanta Braves at Boston Red Sox (Saturday June 23, 2012)|Boston Red Sox vs Atlanta Braves [6/23/2012] Tickets at StubHub!|Atlanta Braves at Boston Red Sox
704208|Toronto Blue Jays at Boston Red Sox (Saturday July 21, 2012)|Boston Red Sox vs Toronto Blue Jays [7/21/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704209|Seattle Mariners at Boston Red Sox (Monday May 14, 2012)|Boston Red Sox vs Seattle Mariners [5/14/2012] Tickets at StubHub!|Seattle Mariners at Boston Red Sox
704211|Miami Marlins at Boston Red Sox (Thursday June 21, 2012)|Boston Red Sox vs Miami Marlins [6/21/2012] Tickets at StubHub!|Miami Marlins at Boston Red Sox
704212|Tampa Bay Rays at Boston Red Sox (Friday May 25, 2012)|Boston Red Sox vs Tampa Bay Rays [5/25/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704213|Cleveland Indians at Boston Red Sox (Saturday May 12, 2012)|Boston Red Sox vs Cleveland Indians [5/12/2012] Tickets at StubHub!|Cleveland Indians at Boston Red Sox
704214|Minnesota Twins at Boston Red Sox (Sunday August 5, 2012)|Boston Red Sox vs Minnesota Twins [8/5/2012] Tickets at StubHub!|Minnesota Twins at Boston Red Sox
704215|New York Yankees at Boston Red Sox (Tuesday September 11, 2012)|Boston Red Sox vs New York Yankees [9/11/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704216|Cleveland Indians at Boston Red Sox (Thursday May 10, 2012)|Boston Red Sox vs Cleveland Indians [5/10/2012] Tickets at StubHub!|Cleveland Indians at Boston Red Sox
704217|Texas Rangers at Boston Red Sox (Tuesday August 7, 2012)|Boston Red Sox vs Texas Rangers [8/7/2012] Tickets at StubHub!|Texas Rangers at Boston Red Sox
704218|Baltimore Orioles at Boston Red Sox (Wednesday June 6, 2012)|Boston Red Sox vs Baltimore Orioles [6/6/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704219|Texas Rangers at Boston Red Sox (Tuesday April 17, 2012)|Boston Red Sox vs Texas Rangers [4/17/2012] Tickets at StubHub!|Texas Rangers at Boston Red Sox
704220|Toronto Blue Jays at Boston Red Sox (Sunday September 9, 2012)|Boston Red Sox vs Toronto Blue Jays [9/9/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704221|New York Yankees at Boston Red Sox (Friday July 6, 2012)|Boston Red Sox vs New York Yankees [7/6/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704222|Detroit Tigers at Boston Red Sox (Wednesday August 1, 2012)|Boston Red Sox vs Detroit Tigers [8/1/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704223|Tampa Bay Rays at Boston Red Sox (Saturday April 14, 2012)|Boston Red Sox vs Tampa Bay Rays [4/14/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704224|Minnesota Twins at Boston Red Sox (Friday August 3, 2012)|Boston Red Sox vs Minnesota Twins [8/3/2012] Tickets at StubHub!|Minnesota Twins at Boston Red Sox
704225|Toronto Blue Jays at Boston Red Sox (Tuesday June 26, 2012)|Boston Red Sox vs Toronto Blue Jays [6/26/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704226|Baltimore Orioles at Boston Red Sox (Saturday September 22, 2012)|Boston Red Sox vs Baltimore Orioles [9/22/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704227|New York Yankees at Boston Red Sox (Thursday September 13, 2012)|Boston Red Sox vs New York Yankees [9/13/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704228|Miami Marlins at Boston Red Sox (Wednesday June 20, 2012)|Boston Red Sox vs Miami Marlins [6/20/2012] Tickets at StubHub!|Miami Marlins at Boston Red Sox
704229|Kansas City Royals at Boston Red Sox (Friday August 24, 2012)|Boston Red Sox vs Kansas City Royals [8/24/2012] Tickets at StubHub!|Kansas City Royals at Boston Red Sox
704230|Miami Marlins at Boston Red Sox (Tuesday June 19, 2012)|Boston Red Sox vs Miami Marlins [6/19/2012] Tickets at StubHub!|Miami Marlins at Boston Red Sox
704231|Texas Rangers at Boston Red Sox (Wednesday April 18, 2012)|Boston Red Sox vs Texas Rangers [4/18/2012] Tickets at StubHub!|Texas Rangers at Boston Red Sox
704232|Tampa Bay Rays at Boston Red Sox (Monday April 16, 2012)|Boston Red Sox vs Tampa Bay Rays [4/16/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704233|Kansas City Royals at Boston Red Sox (Sunday August 26, 2012)|Boston Red Sox vs Kansas City Royals [8/26/2012] Tickets at StubHub!|Kansas City Royals at Boston Red Sox
704234|New York Yankees at Boston Red Sox (Friday April 20, 2012)|Boston Red Sox vs New York Yankees [4/20/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704235|Detroit Tigers at Boston Red Sox (Monday July 30, 2012)|Boston Red Sox vs Detroit Tigers [7/30/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704236|New York Yankees at Boston Red Sox (Sunday April 22, 2012)|Boston Red Sox vs New York Yankees [4/22/2012] Tickets at StubHub!|New York Yankees at Boston Red Sox
704237|Washington Nationals at Boston Red Sox (Saturday June 9, 2012)|Boston Red Sox vs Washington Nationals [6/9/2012] Tickets at StubHub!|Washington Nationals at Boston Red Sox
704238|Toronto Blue Jays at Boston Red Sox (Friday September 7, 2012)|Boston Red Sox vs Toronto Blue Jays [9/7/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704239|Detroit Tigers at Boston Red Sox (Wednesday May 30, 2012)|Boston Red Sox vs Detroit Tigers [5/30/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704240|Baltimore Orioles at Boston Red Sox (Saturday May 5, 2012)|Boston Red Sox vs Baltimore Orioles [5/5/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704241|Chicago White Sox at Boston Red Sox (Tuesday July 17, 2012)|Boston Red Sox vs Chicago White Sox [7/17/2012] Tickets at StubHub!|Chicago White Sox at Boston Red Sox
704242|Detroit Tigers at Boston Red Sox (Monday May 28, 2012)|Boston Red Sox vs Detroit Tigers [5/28/2012] Tickets at StubHub!|Detroit Tigers at Boston Red Sox
704244|Toronto Blue Jays at Boston Red Sox (Friday July 20, 2012)|Boston Red Sox vs Toronto Blue Jays [7/20/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704245|Oakland Athletics at Boston Red Sox (Tuesday May 1, 2012)|Boston Red Sox vs Oakland Athletics [5/1/2012] Tickets at StubHub!|Oakland Athletics at Boston Red Sox
704247|Atlanta Braves at Boston Red Sox (Friday June 22, 2012)|Boston Red Sox vs Atlanta Braves [6/22/2012] Tickets at StubHub!|Atlanta Braves at Boston Red Sox
704248|Tampa Bay Rays at Boston Red Sox (Tuesday September 25, 2012)|Boston Red Sox vs Tampa Bay Rays [9/25/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704249|Toronto Blue Jays at Boston Red Sox (Sunday July 22, 2012)|Boston Red Sox vs Toronto Blue Jays [7/22/2012] Tickets at StubHub!|Toronto Blue Jays at Boston Red Sox
704250|Seattle Mariners at Boston Red Sox (Tuesday may 15, 2012)|Boston Red Sox vs Seattle Mariners [5/15/2012] Tickets at StubHub!|Seattle Mariners at Boston Red Sox
704251|Chicago White Sox at Boston Red Sox (Wednesday July 18, 2012)|Boston Red Sox vs Chicago White Sox [7/18/2012] Tickets at StubHub!|Chicago White Sox at Boston Red Sox
704252|Oakland Athletics at Boston Red Sox (Monday April 30, 2012)|Boston Red Sox vs Oakland Athletics [4/30/2012] Tickets at StubHub!|Oakland Athletics at Boston Red Sox
704253|Atlanta Braves at Boston Red Sox (Sunday June 24, 2012)|Boston Red Sox vs Atlanta Braves [6/24/2012] Tickets at StubHub!|Atlanta Braves at Boston Red Sox
704254|Baltimore Orioles at Boston Red Sox (Thursday June 7, 2012)|Boston Red Sox vs Baltimore Orioles [6/7/2012] Tickets at StubHub!|Baltimore Orioles at Boston Red Sox
704255|Cleveland Indians at Boston Red Sox (Sunday May 13, 2012)|Boston Red Sox vs Cleveland Indians [5/13/2012] Tickets at StubHub!|Cleveland Indians at Boston Red Sox
704256|Minnesota Twins at Boston Red Sox (Saturday August 4, 2012)|Boston Red Sox vs Minnesota Twins [8/4/2012] Tickets at StubHub!|Minnesota Twins at Boston Red Sox
704257|Tampa Bay Rays at Boston Red Sox (Friday April 13, 2012)|Boston Red Sox vs Tampa Bay Rays [4/13/2012] Tickets at StubHub!|Tampa Bay Rays at Boston Red Sox
704980|Philadelphia Phillies at Washington Nationals (Tue. 10/2/12)|Washington Nationals vs Philadelphia Phillies [10/2/2012] Tickets at StubHub!|Philadelphia Phillies at Washington Nationals
704981|Philadelphia Phillies at Washington Nationals (Wed. 10/3/12)|Washington Nationals vs Philadelphia Phillies [10/3/2012] Tickets at StubHub!|Philadelphia Phillies at Washington Nationals
704982|Philadelphia Phillies at Washington Nationals (Mon. 10/1/12)|Washington Nationals vs Philadelphia Phillies [10/1/2012] Tickets at StubHub!|Philadelphia Phillies at Washington Nationals
704986|Boston Red Sox at New York Yankees (Tuesday October 2, 2012)|New York Yankees vs Boston Red Sox [10/2/2012] Tickets at StubHub!|Boston Red Sox at New York Yankees
704987|Toronto Blue Jays at New York Yankees (Tuesday September 18, 2012)|New York Yankees vs Toronto Blue Jays [9/18/2012] Tickets at StubHub!|Toronto Blue Jays at New York Yankees
704988|Boston Red Sox at New York Yankees (Monday October 1, 2012)|New York Yankees vs Boston Red Sox [10/1/2012] Tickets at StubHub!|Boston Red Sox at New York Yankees
704989|Toronto Blue Jays at New York Yankees (Wednesday September 19, 2012)|New York Yankees vs Toronto Blue Jays [9/19/2012] Tickets at StubHub!|Toronto Blue Jays at New York Yankees
704990|Tampa Bay Rays at New York Yankees (Friday September 14, 2012)|New York Yankees vs Tampa Bay Rays [9/14/2012] Tickets at StubHub!|Tampa Bay Rays at New York Yankees
704991|Tampa Bay Rays at New York Yankees (Sunday September 16, 2012)|New York Yankees vs Tampa Bay Rays [9/16/2012] Tickets at StubHub!|Tampa Bay Rays at New York Yankees
704992|Tampa Bay Rays at New York Yankees (Saturday September 15, 2012)|New York Yankees vs Tampa Bay Rays [9/15/2012] Tickets at StubHub!|Tampa Bay Rays at New York Yankees
704993|Oakland Athletics at New York Yankees (Saturday September 22, 2012)|New York Yankees vs Oakland Athletics [9/22/2012] Tickets at StubHub!|Oakland Athletics at New York Yankees
704994|Oakland Athletics at New York Yankees (Sunday September 23, 2012)|New York Yankees vs Oakland Athletics [9/23/2012] Tickets at StubHub!|Oakland Athletics at New York Yankees
704995|Baltimore Orioles at New York Yankees (Sunday September 2, 2012)|New York Yankees vs Baltimore Orioles [9/2/2012] Tickets at StubHub!|Baltimore Orioles at New York Yankees
704996|Toronto Blue Jays at New York Yankees (Thursday September 20, 2012)|New York Yankees vs Toronto Blue Jays [9/20/2012] Tickets at StubHub!|Toronto Blue Jays at New York Yankees
704997|Oakland Athletics at New York Yankees (Friday September 21, 2012)|New York Yankees vs Oakland Athletics [9/21/2012] Tickets at StubHub!|Oakland Athletics at New York Yankees
704998|Boston Red Sox at New York Yankees (Wednesday October 3, 2012)|New York Yankees vs Boston Red Sox [10/3/2012] Tickets at StubHub!|Boston Red Sox at New York Yankees
705784|Baltimore Orioles at Minnesota Twins (Wednesday July 18, 2012)|Minnesota Twins vs Baltimore Orioles [7/18/2012] Tickets at StubHub!|Baltimore Orioles at Minnesota Twins
705785|Toronto Blue Jays at Minnesota Twins (Friday May 11, 2012)|Minnesota Twins vs Toronto Blue Jays [5/11/2012] Tickets at StubHub!|Toronto Blue Jays at Minnesota Twins
705786|Seattle Mariners at Minnesota Twins (Wednesday August 29, 2012)|Minnesota Twins vs Seattle Mariners [8/29/2012] Tickets at StubHub!|Seattle Mariners at Minnesota Twins
